codigo,descricao,grupo,energiaKcal,proteinaG,lipideosG,carboidratoG,fibraG,calcioMg,magnesioMg,manganesMg,fosforoMg,ferroMg,sodioMg,potassioMg,cobreMg,zincoMg,selenioMcg,retinolMcg,raeMcg,tiaminaMg,riboflavinaMg,niacinaMg,piridoxinaMg,vitaminaB12Mcg,folatoMcg,vitaminaDMcg,vitaminaEMg,vitaminaCMg,colesterolMg,gordurasSaturadasG,gordurasMonoinsaturadasG,gordurasPoliinsaturadasG,gordurasTransG,acucaresG,acucaresAdicionadosG
6903201-99,Doce de Amendoim,,451.6,11.16,23.89,55.29,3.73,30.14,70.51,0.73,158.43,0.61,221.83,291.27,0.22,1.44,1.68,30.53,32.04,0.05,0.04,5.49,0.18,,47.66,,2.87,0.32,,4.06,11.76,6.84,0.96,39.22,49.15
6903202-99,Pe de Moleque,,474,9.1,17.91,69.2,2.42,50,64.17,0.73,141,4.5,21,236.85,0.47,2.31,3.1,,,0.22,0.1,5.71,0.09,,43.37,,2.394,5.9,,2.36,8.44,5.38,,55.51,58.45
6903203-99,Pacoca,,472.2,10.35,21.53,64.04,3.89,32.87,76.73,0.95,158.4,1.72,3.07,290.53,0.3,1.49,3.7,,,0.19,0.04,5.86,0.11,,64.7,,3,,,2.99,10.68,6.8,,15.14,13.33
6903204-99,Torrao de Amendoim,,460.3,11.01,24.64,56.27,6.13,133.59,134.44,1.159,242.7,1.96,7.08,370.23,0.506,1.59,2.26,,0.04,0.105,0.534,1.721,0.077,0.003,25.55,,13.067,0.12,,1.859,15.394,6.015,0.008,47.33,45.45
6903205-99,Pacoquinha de Amendoim,,472.2,10.35,21.53,64.04,3.89,32.87,76.73,0.95,158.4,1.72,3.07,290.53,0.3,1.49,3.7,,,0.19,0.04,5.86,0.11,,64.7,,3,,,2.99,10.68,6.8,,15.14,13.33
6903207-99,Amendoim Caramelizado,,474,9.1,17.91,69.2,2.42,50,64.17,0.73,141,4.5,21,236.85,0.47,2.31,3.1,,,0.22,0.1,5.71,0.09,,43.37,,2.394,5.9,,2.36,8.44,5.38,,55.51,58.45
6903208-99,Amendoim Amanteigado,,567,25.8,49.24,16.13,8.5,92,168,1.934,376,4.58,18,705,1.144,3.27,7.2,,,0.64,0.135,12.066,0.348,,240,,8.33,,,6.834,24.429,15.559,,4,
6903209-99,Amendoim Achocolatado,,519,13.1,33.5,49.7,4.7,104,96,0.945,212,1.31,41,502,0.544,2.6,5.4,41,41.5,0.116,0.174,4.249,0.1,0.53,51,,2.4,,9,14.6,12.92,4.33,0.044,40.9,37.88
6903303-99,Amendoim Apimentado,,567,25.8,49.24,16.13,8.5,92,168,1.934,376,4.58,18,705,1.144,3.27,7.2,,,0.64,0.135,12.066,0.348,,240,,8.33,,,6.834,24.429,15.559,,4,
6903304-99,Amendoim Cozido,,318,13.5,22.01,21.26,8.8,55,102,1.023,198,1.01,751,180,0.499,1.83,4.4,,,0.259,0.063,5.259,0.152,,75,,4.1,,,3.055,10.921,6.956,,2.02,
6903601-99,Brigadeiro,,334.5,7.52,10.14,54.86,0.23,266.19,28.88,0.039,241.57,0.33,128.59,373.64,0.048,0.95,13.87,87.31,89.36,0.085,0.394,0.22,0.048,0.411,10.48,0.121,0.24,2.45,31.69,5.493,3.197,0.941,0.59,52.59,43.9
6903701-99,Bomba de Qualquer Tipo,,339.3,6.32,26.93,18.55,0.54,45.49,9.84,0.13,93.2,1.18,50.56,92.24,0.038,0.53,15.22,250.49,254.72,0.168,0.284,1.094,0.053,0.413,50.88,0.969,0.982,0.2,194.01,15.901,7.698,1.274,0.908,4.95,3.57
6903801-99,Mil Folhas,,440.3,2.36,29.03,43.22,0.42,32.51,6.18,0.098,40.94,0.67,199.14,56.87,0.025,0.21,5.3,131.16,133.57,0.12,0.127,0.849,0.017,0.101,30.2,0.492,0.571,0.19,56.04,14.378,9.888,3.232,2.05,31.5,31.28
6903901-99,Queijadinha,,404.8,1.01,12.46,75.65,1.58,8.3,17.68,0.87,37.45,0.68,107.35,119.68,0.11,0.71,6.25,,,0.02,0.02,0.17,0.1,,2.8,,0.14,0.25,,11.01,0.53,0.14,,62.21,71.44
6904101-99,Doce a Base de Ovos,,131.1,5.58,5.07,15.44,,89.2,9.49,0.011,107.71,0.35,60.62,131.17,0.011,0.55,10.95,64.57,65.21,0.047,0.265,0.092,0.057,0.597,15.36,1.016,0.321,,122.51,2.136,1.655,0.516,0.077,15.9,12.02
6904104-99,Cacarola Italiana,,285,8.2,10.74,40.14,0.34,201.26,23.38,0.196,206.83,0.55,129.47,289.85,0.038,0.97,14.99,85.82,86.88,0.067,0.378,0.19,0.083,0.476,17.33,0.899,0.368,1.64,118.44,6.627,2.681,0.557,0.201,38.63,31.61
6904105-99,Quindim,,131.1,5.58,5.07,15.44,,89.2,9.49,0.011,107.71,0.35,60.62,131.17,0.011,0.55,10.95,64.57,65.21,0.047,0.265,0.092,0.057,0.597,15.36,1.016,0.321,,122.51,2.136,1.655,0.516,0.077,15.9,12.02
6904108-99,Fios de Ovos,,131.1,5.58,5.07,15.44,,89.2,9.49,0.011,107.71,0.35,60.62,131.17,0.011,0.55,10.95,64.57,65.21,0.047,0.265,0.092,0.057,0.597,15.36,1.016,0.321,,122.51,2.136,1.655,0.516,0.077,15.9,12.02
6904201-99,Doce a Base de Leite,,319.7,7.88,8.66,54.18,,282.85,25.89,0.006,251.97,0.19,126.48,369.49,0.015,0.94,14.74,72.7,73.86,0.09,0.414,0.209,0.051,0.438,10.96,0.129,0.159,2.59,33.86,5.464,2.417,0.336,0.309,52.51,43.02
6904202-99,Pave de Qualquer Sabor,,306.4,4.93,22.24,21.59,0.36,66.08,11.99,0.082,96.19,0.9,151.95,121.43,0.034,0.51,6.74,230.15,234.49,0.06,0.173,0.472,0.055,0.364,24.27,0.67,0.527,0.16,151.85,12.879,7.031,1.246,0.941,17.1,14.67
6904203-99,Ambrosia,,144.2,4.09,3.84,23.88,0.26,83.71,8.84,0.15,85.23,0.27,46.1,114.64,0.011,0.43,7.48,44.83,45.43,0.039,0.202,0.085,0.044,0.455,10.59,0.831,0.238,0.26,75.36,1.716,1.182,0.384,0.072,23.26,20.45
6904204-99,Leite Geleificado,,131.1,5.58,5.07,15.44,,89.2,9.49,0.011,107.71,0.35,60.62,131.17,0.011,0.55,10.95,64.57,65.21,0.047,0.265,0.092,0.057,0.597,15.36,1.016,0.321,,122.51,2.136,1.655,0.516,0.077,15.9,12.02
6904205-99,Chandele de Qualquer Sabor,,131.1,5.58,5.07,15.44,,89.2,9.49,0.011,107.71,0.35,60.62,131.17,0.011,0.55,10.95,64.57,65.21,0.047,0.265,0.092,0.057,0.597,15.36,1.016,0.321,,122.51,2.136,1.655,0.516,0.077,15.9,12.02
6904302-99,Mumu,,319.7,7.88,8.66,54.18,,282.85,25.89,0.006,251.97,0.19,126.48,369.49,0.015,0.94,14.74,72.7,73.86,0.09,0.414,0.209,0.051,0.438,10.96,0.129,0.159,2.59,33.86,5.464,2.417,0.336,0.309,52.51,43.02
6904401-99,Canudinho Recheado,,123.3,2.43,4.5,21.33,2.22,2.5,23.94,0.29,61.85,0.45,62.16,190.44,0.09,0.59,1.75,0.87,8.07,0.03,0.05,0.95,0.08,,28.33,,0.08,2.92,0.28,3.61,0.34,0.28,,8.86,5.57
6904501-99,Sarolho,,336,2,,82,,4,,,,0.16,1.5,,,,,,,,,,,,,,,,,,,,,,
6904502-99,Beiju,,336,2,,82,,4,,,,0.16,1.5,,,,,,,,,,,,,,,,,,,,,,
6904601-99,Schimier de Fruta (Exceto de Cana),,278,0.37,0.07,68.86,1.1,20,4,0.04,19,0.49,32,77,0.1,0.06,2,,,0.016,0.076,0.036,0.02,,11,,0.12,8.8,,0.01,0.038,,,48.9,65.51
6904701-99,Beijo de Moca,,387,,,99.98,,1,,,,0.01,,2,,,0.6,,,,0.02,,,,,,,,,,,,,99.91,99.98
6904801-99,Picole Ensacado,,79,,0.24,19.23,,,1,,,0.54,7,15,,0.15,0.2,,,,,,,,,,,0.7,,0.013,0.051,0.016,,13.67,19.23
6904807-99,Geladinho,,122.7,0.14,0.09,32.51,0.45,3.81,1.47,0.074,2.26,0.06,8.64,14.88,0.014,0.09,0.26,,0.5,0.015,0.012,0.079,0.01,,1.13,,0.109,1.83,,0.005,0.009,0.028,,26.13,29.77
6905001-99,Churro,,401.7,3,23.44,45.94,0.81,12.71,6.96,0.184,35.7,1.25,149.03,35.97,0.048,0.22,9.49,191.56,195.32,0.211,0.147,1.589,0.013,0.049,55.34,0.4,0.678,,61.38,14.711,6.033,0.992,0.936,24.81,25.54
6905101-99,Pamonha,,171,2.6,4.8,30.7,2.4,4,15,0.12,55,0.4,132,125,0.03,0.4,,,,,,,,,,,,,,0.5,0.7,1.4,0.11,,
6905401-99,Algodao-doce,,387,,,99.98,,1,,,,0.01,,2,,,0.6,,,,0.02,,,,,,,,,,,,,99.91,99.98
6905603-99,Ioio Creme (Chocolate em Creme),,350,4.6,8.9,62.9,2.8,49,48,0.371,97,1.3,346,284,0.348,0.83,2.3,1,1,0.034,0.091,0.25,0.02,0.06,4,,2.63,0.2,1,3.98,3.857,0.278,,48.37,38.3
6905801-99,Ovo de Pascoa,,535,7.65,29.66,59.4,3.4,189,63,0.471,208,2.35,79,372,0.491,2.3,4.5,56,56.67,0.112,0.298,0.386,0.036,0.75,11,,0.51,,23,20.78,15.869,1.256,0.09,54.8,46.99
6905804-99,Kinder Ovo,,535,7.65,29.66,59.4,3.4,189,63,0.471,208,2.35,79,372,0.491,2.3,4.5,56,56.67,0.112,0.298,0.386,0.036,0.75,11,,0.51,,23,20.78,15.869,1.256,0.09,54.8,46.99
6905901-99,Torrone,,460.3,11.01,24.64,56.27,6.13,133.59,134.44,1.159,242.7,1.96,7.08,370.23,0.506,1.59,2.26,,0.04,0.105,0.534,1.721,0.077,0.003,25.55,,13.067,0.12,,1.859,15.394,6.015,0.008,47.33,45.45
6906001-99,Arroz-doce,,108.5,3.05,2.34,18.77,0.1,82.04,10.74,0.145,76.17,0.39,50.79,109.98,0.03,0.43,4.88,19.43,19.72,0.08,0.132,0.521,0.053,0.305,16.42,0.694,0.054,,6.94,1.318,0.59,0.158,0.081,10.76,7.11
6906404-99,Polpa de Coco,,402,3.8,41.7,9.8,5,7,41,0.77,107,1.7,11,370,0.42,0.9,,,,,,,,,,,,1.6,,,,,,,
6906501-99,Diet Shake,,335.5,19.19,1.87,69.94,7.39,536.58,357.14,0.269,366.6,22.86,395.27,928.75,0.711,16.07,11.73,803.11,803.22,1.608,0.698,24.996,2.143,4.287,588.8,3.571,24.122,64.29,5.27,0.757,0.421,0.411,0.01,59.33,39.64
6906502-99,Concentrado Alimentar Diet Shake,,335.5,19.19,1.87,69.94,7.39,536.58,357.14,0.269,366.6,22.86,395.27,928.75,0.711,16.07,11.73,803.11,803.22,1.608,0.698,24.996,2.143,4.287,588.8,3.571,24.122,64.29,5.27,0.757,0.421,0.411,0.01,59.33,39.64
6906602-99,Acucar,,387,,,99.98,,1,,,,0.01,,2,,,0.6,,,,0.02,,,,,,,,,,,,,99.91,99.98
6907001-99,Acucar Light,,400,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6907201-99,Barra de Cereais,,352.9,3.17,8.55,69.44,2.32,540.54,28.55,0.683,76.79,4.86,284.16,80.58,0.081,4.05,11.34,607.36,607.49,1.015,1.149,13.514,1.351,,178.46,,3.204,0.1,,0.933,1.713,5.317,0.036,37.4,49.22
6907202-99,Barra de Cereais Salgada,,352.9,3.17,8.55,69.44,2.32,540.54,28.55,0.683,76.79,4.86,284.16,80.58,0.081,4.05,11.34,607.36,607.49,1.015,1.149,13.514,1.351,,178.46,,3.204,0.1,,0.933,1.713,5.317,0.036,37.4,49.22
6907203-99,Barra de Cereais Doce,,352.9,3.17,8.55,69.44,2.32,540.54,28.55,0.683,76.79,4.86,284.16,80.58,0.081,4.05,11.34,607.36,607.49,1.015,1.149,13.514,1.351,,178.46,,3.204,0.1,,0.933,1.713,5.317,0.036,37.4,49.22
6907301-99,Sobremesa de Qualquer Tipo (Exceto Infantil),,131.1,5.58,5.07,15.44,,89.2,9.49,0.011,107.71,0.35,60.62,131.17,0.011,0.55,10.95,64.57,65.21,0.047,0.265,0.092,0.057,0.597,15.36,1.016,0.321,,122.51,2.136,1.655,0.516,0.077,15.9,12.02
6907401-99,Rabanada,,293,4.7,16.6,31.3,0.5,101,13,,102,0.5,85,159,,0.6,,40,,0.02,0.19,0.6,0.047,,,,,,38,3.4,9,2.9,0.1,,
6907501-99,Milk Shake,,161.1,3.11,6.43,23.49,0.76,103.02,20.4,0.063,101.82,0.38,64.45,181.47,0.093,0.59,1.89,76.22,77.11,0.034,0.187,0.136,0.037,0.338,4.37,0.772,0.167,0.4,25.08,3.956,1.742,0.259,0.237,17.79,19.07
6907901-99,Geleia Diet,,52.6,0.47,0.17,12.72,1.4,11.05,7.52,0.213,13.2,0.23,1.2,85.44,0.028,0.08,0.22,,0.32,0.013,0.012,0.212,0.026,,13.2,,0.154,32.34,,0.008,0.024,0.085,,3.02,
6908001-99,Doce de Frutas Diet,,52.6,0.47,0.17,12.72,1.4,11.05,7.52,0.213,13.2,0.23,1.2,85.44,0.028,0.08,0.22,,0.32,0.013,0.012,0.212,0.026,,13.2,,0.154,32.34,,0.008,0.024,0.085,,3.02,
6908401-99,Pasteis de Santa Clara,,131.1,5.58,5.07,15.44,,89.2,9.49,0.011,107.71,0.35,60.62,131.17,0.011,0.55,10.95,64.57,65.21,0.047,0.265,0.092,0.057,0.597,15.36,1.016,0.321,,122.51,2.136,1.655,0.516,0.077,15.9,12.02
6908501-99,Suspiro,,358.3,6.21,0.1,85.89,0,4.87,6.27,0.007,8.56,0.07,94.73,164.82,0.014,0.02,11.9,,,0.002,0.266,0.06,0.003,0.051,2.28,,,,,,,,,85.54,85.21
6909301-99,Doce de Frutas Cristalizado de Qualquer Sabor Diet,,52.6,0.47,0.17,12.72,1.4,11.05,7.52,0.213,13.2,0.23,1.2,85.44,0.028,0.08,0.22,,0.32,0.013,0.012,0.212,0.026,,13.2,,0.154,32.34,,0.008,0.024,0.085,,3.02,
6909601-99,Sorvete de Qualquer Sabor Industrializado Light,,189,4.43,7.67,26.14,0.6,149.33,16,0.038,97.01,0.32,75,192.34,0.048,0.62,2,101.02,105.68,0.039,0.208,0.126,0.039,0.333,5,0.6,0.207,1,33,4.699,2.102,0.304,0.253,22.11,17.46
6909701-99,Sorvete de Qualquer Sabor Industrializado Diet,,190,3.17,12.7,15.87,4.8,128,14,0.008,105,0.09,48,199,0.023,0.69,2.6,116,117.58,0.041,0.24,0.116,0.048,0.39,5,0.444,0.3,0.6,32,6.79,3.17,0.41,0.45,5.93,
6909803-99,Bala Light,,235,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6909901-99,Chiclete Diet,,240,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6909903-99,Bala Diet,,235,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6910002-99,Barra de Chocolate Light,,539.8,10.58,41.64,40.42,4.32,246.46,107.47,0.971,285.96,3.24,165.82,495.73,0.695,2.59,5.99,0.62,0.65,0.118,0.439,0.85,0.079,0.621,19.48,,4.467,0.87,2.8,21.169,15.725,2.837,0.009,31.32,24.57
6910102-99,Barra de Chocolate Diet,,539.8,10.58,41.64,40.42,4.32,246.46,107.47,0.971,285.96,3.24,165.82,495.73,0.695,2.59,5.99,0.62,0.65,0.118,0.439,0.85,0.079,0.621,19.48,,4.467,0.87,2.8,21.169,15.725,2.837,0.009,31.32,24.57
6910221-99,Achocolatado em Po Light,,337.7,29.42,2.39,55.3,4.43,664.34,146.47,0.524,709.95,2.21,1236.82,1254.96,0.53,3.7,17.08,4.72,4.67,0.278,1.055,0.834,0.258,1.928,28.74,,0.017,2.22,7.16,1.437,0.764,0.08,0.015,46.18,14.16
6910321-99,Achocolatado em Po Diet,,337.7,29.42,2.39,55.3,4.43,664.18,146.46,0.523,709.95,2.2,978.44,1254.9,0.53,3.7,17.08,4.63,4.67,0.278,1.055,0.834,0.258,1.928,28.74,,0.017,2.22,7.16,1.437,0.764,0.08,0.015,46.18,14.16
6910322-99,Toddynho Diet,,73.3,3.48,3.51,7.09,0.39,147.69,17.76,0.082,115.69,0.17,71.79,188.49,0.089,0.97,4.12,26.86,27.26,0.053,0.21,0.143,0.113,0.461,5.66,0.959,0.066,2.36,9.59,2.007,0.901,0.214,0.111,6.24,
6910401-99,Bombom de Qualquer Marca Light,,373,,0.02,93.18,,3,,,,0.01,11,4,0.003,0.04,0.6,,,0.005,0.016,,,,,,,,,,,,,84.44,93.18
6910501-99,Bombom de Qualquer Marca Diet,,373,,0.02,93.18,,3,,,,0.01,11,4,0.003,0.04,0.6,,,0.005,0.016,,,,,,,,,,,,,84.44,93.18
6910502-99,Bombom Caramelizado de Qualquer Marca Diet,,373,,0.02,93.18,,3,,,,0.01,11,4,0.003,0.04,0.6,,,0.005,0.016,,,,,,,,,,,,,84.44,93.18
6910601-99,Geleia de Frutas de Qualquer Marca ou Sabor Light,,179,0.36,0.05,46.13,0.34,9.23,6.76,0.229,6.96,0.16,2.01,86.84,0.018,0.03,0.28,,0.26,0.016,0.03,0.166,0.041,,1.9,,,0.06,,0.016,0.002,0.014,,45.61,36.07
6910604-99,Geleia Light,,179,0.36,0.05,46.13,0.34,9.23,6.76,0.229,6.96,0.16,2.01,86.84,0.018,0.03,0.28,,0.26,0.016,0.03,0.166,0.041,,1.9,,,0.06,,0.016,0.002,0.014,,45.61,36.07
6910605-99,Geleia de Frutas Light,,179,0.36,0.05,46.13,0.34,9.23,6.76,0.229,6.96,0.16,2.01,86.84,0.018,0.03,0.28,,0.26,0.016,0.03,0.166,0.041,,1.9,,,0.06,,0.016,0.002,0.014,,45.61,36.07
6910701-99,Doce de Frutas em Barra ou Pasta Light,,179,0.36,0.05,46.13,0.34,9.23,6.76,0.229,6.96,0.16,2.01,86.84,0.018,0.03,0.28,,0.26,0.016,0.03,0.166,0.041,,1.9,,,0.06,,0.016,0.002,0.014,,45.61,36.07
6910702-99,Doce de Frutas em Pasta Light,,179,0.36,0.05,46.13,0.34,9.23,6.76,0.229,6.96,0.16,2.01,86.84,0.018,0.03,0.28,,0.26,0.016,0.03,0.166,0.041,,1.9,,,0.06,,0.016,0.002,0.014,,45.61,36.07
6910801-99,Pudim de Qualquer Sabor Light,,119.1,5.68,3.55,15.75,,93.2,10.16,0.011,110.38,0.35,63.28,135.84,0.011,0.57,10.69,84.57,85.04,0.031,0.267,0.083,0.058,0.597,15.36,1.216,0.288,,119.18,1.315,1.299,0.41,0.027,15.86,12.02
6910808-99,Pudim Danette Light,,119.1,5.68,3.55,15.75,,93.2,10.16,0.011,110.38,0.35,63.28,135.84,0.011,0.57,10.69,84.57,85.04,0.031,0.267,0.083,0.058,0.597,15.36,1.216,0.288,,119.18,1.315,1.299,0.41,0.027,15.86,12.02
6910901-99,Pudim de Qualquer Sabor Diet,,119.1,5.68,3.55,15.75,,93.2,10.16,0.011,110.38,0.35,63.28,135.84,0.011,0.57,10.69,84.57,85.04,0.031,0.267,0.083,0.058,0.597,15.36,1.216,0.288,,119.18,1.315,1.299,0.41,0.027,15.86,12.02
6911201-99,Doce de Leite Light,,292.3,7.58,3.62,58.98,,274.57,24.18,0.007,221.14,0.07,94.3,345.17,0.028,0.94,8.06,31.53,31.98,0.102,0.428,0.23,0.084,1.12,11.48,0.065,0.077,,13.25,2.081,0.905,0.215,0.138,59.91,48.07
6911301-99,Doce de Leite Diet,,292.3,7.58,3.62,58.98,,274.57,24.18,0.007,221.14,0.07,94.3,345.17,0.028,0.94,8.06,31.53,31.98,0.102,0.428,0.23,0.084,1.12,11.48,0.065,0.077,,13.25,2.081,0.905,0.215,0.138,59.91,48.07
6912501-99,Barra de Cereais Diet,,403.4,5.56,5.44,86.36,7.2,74.97,68.29,2.265,156.08,1.88,230.5,421.89,0.293,1.21,12.26,,1.3,0.231,0.095,2.257,0.278,,49.59,,1.183,37.08,,0.547,2.798,1.689,0.015,38.43,12.43
6912502-99,Barra de Cereais Doce Diet,,403.4,5.56,5.44,86.36,7.2,74.97,68.29,2.265,156.08,1.88,230.5,421.89,0.293,1.21,12.26,,1.3,0.231,0.095,2.257,0.278,,49.59,,1.183,37.08,,0.547,2.798,1.689,0.015,38.43,12.43
6912801-99,Milk Shake Diet,,335.5,19.19,1.87,69.94,7.39,536.58,357.14,0.269,366.6,22.86,395.27,928.75,0.711,16.07,11.73,803.11,803.22,1.608,0.698,24.996,2.143,4.287,588.8,3.571,24.122,64.29,5.27,0.757,0.421,0.411,0.01,59.33,39.64
6913001-99,Cocada Diet,,404.8,1.01,12.46,75.65,1.58,8.3,17.68,0.87,37.45,0.68,107.35,119.68,0.11,0.71,6.25,,,0.02,0.02,0.17,0.1,,2.8,,0.14,0.25,,11.01,0.53,0.14,,62.21,71.44
6913101-99,Doce de Amendoim Diet,,599,28.03,52.5,15.26,9.4,61,176,1.845,397,1.52,6,726,0.533,3.28,3.3,,,0.085,0.089,13.825,0.461,,120,,6.94,0.8,,8.686,25.976,15.292,,4.19,
6913103-99,Pacoca Diet,,599,28.03,52.5,15.26,9.4,61,176,1.845,397,1.52,6,726,0.533,3.28,3.3,,,0.085,0.089,13.825,0.461,,120,,6.94,0.8,,8.686,25.976,15.292,,4.19,
6913108-99,Amendoim Amanteigado Diet,,477.9,7.09,21.64,64.64,2.96,28.39,46.65,0.55,110.61,1.53,309.23,191.09,0.34,0.92,3.86,71.01,72.4,0.17,0.04,3.2,0.09,0.02,63.81,0.15,2.45,,22.75,7.25,8.7,4.45,0.35,1.07,
6913801-99,Doce a Base de Leite Diet,,292.3,7.58,3.62,58.98,,274.57,24.18,0.007,221.14,0.07,94.3,345.17,0.028,0.94,8.06,31.53,31.98,0.102,0.428,0.23,0.084,1.12,11.48,0.065,0.077,,13.25,2.081,0.905,0.215,0.138,59.91,48.07
6913901-99,Gelatina de Qualquer Sabor Light,,179,0.36,0.05,46.13,0.34,9.23,6.76,0.229,6.96,0.16,2.01,86.84,0.018,0.03,0.28,,0.26,0.016,0.03,0.166,0.041,,1.9,,,0.06,,0.016,0.002,0.014,,45.61,36.07
6914001-99,Adocante Light,,365,2.17,,89.08,,,,,,0.04,,4,,0.01,0.5,,,,,,,,,,,,,,,,,80.72,85.67
6914002-99,Adocante em Po Light,,365,2.17,,89.08,,,,,,0.04,,4,,0.01,0.5,,,,,,,,,,,,,,,,,80.72,85.67
6914003-99,Adocante Liquido Light,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,
7001501-99,Mostarda Molho,,67,4.37,4.01,5.33,3.3,58,49,0.417,106,1.51,1135,138,0.085,0.64,32.9,,3.5,0.343,0.03,0.523,0.063,,7,,0.36,1.5,,0.248,2.627,0.954,0.013,0.86,
7002304-99,Hortela,,1,,,0.2,,2,1,0.044,,0.08,1,9.01,0.015,0.04,,,,0.01,0.004,,,,1,,,,,0.002,0.001,0.005,,,
7002401-99,Alcaparra em Conserva,,23,2.36,0.86,4.89,3.2,40,33,0.078,10,1.67,2964,40,0.374,0.32,1.2,,6.92,0.018,0.139,0.652,0.023,,23,,0.88,4.3,,0.233,0.063,0.304,,2.53,
7002601-99,Coentro,,279,21.93,4.78,52.1,10.4,1246,694,6.36,481,42.46,211,4466,1.79,4.72,29.3,,292.5,1.25,1.5,10.71,0.61,,274,,1.03,566.7,,0.12,2.23,0.33,,34.75,
7003601-99,Molho de Soja,,53,6.28,0.04,7.61,0.8,19,43,0.42,125,1.93,5637,217,0.1,0.52,0.5,,,0.03,0.17,2.2,0.15,,14,,,,,0.01,0.01,0.02,,2,
7003604-99,Shoyo,,53,6.28,0.04,7.61,0.8,19,43,0.42,125,1.93,5637,217,0.1,0.52,0.5,,,0.03,0.17,2.2,0.15,,14,,,,,0.01,0.01,0.02,,2,
7003801-99,Leite de Coco,,202.5,1.61,20.85,5.59,0.91,4.01,32.07,0.811,59.13,0.81,12.03,232.53,0.236,0.59,3.71,,,0.023,,0.673,0.03,,14.03,,0.008,1.1,,18.487,0.887,0.229,,4.68,
7004301-99,Maionese (Molho),,261.1,0.47,23.33,13.38,0.06,5.76,0.78,0.015,11.68,0.13,831.34,7.92,0.006,0.08,12.02,9.89,13.68,0.006,0.019,0.022,0.019,0.052,4.04,0.071,1.959,0.12,32.91,3.796,5.465,13.177,0.12,10.24,10.44
7004701-99,Massa de Tomate,,38,1.65,0.21,8.98,1.9,18,23,0.169,40,1.78,393,439,0.287,0.36,0.7,,25.5,0.025,0.08,1.466,0.126,,11,,1.95,10.6,,0.029,0.031,0.086,,4.83,
7004801-99,Molho de Tomate,,24,1.32,0.18,5.38,1.5,13,16,0.11,26,1.02,524,331,0.12,0.2,0.2,,17.42,0.02,0.07,0.98,0.1,,11,,1.42,7,,0.03,0.03,0.07,,4.25,
7004802-99,Ketchup,,97,1.74,0.31,25.15,0.3,18,19,0.128,33,0.51,1114,382,0.181,0.26,0.3,,46.67,0.011,0.132,1.426,0.149,,10,,1.46,15.1,,0.043,0.047,0.126,,22.77,16.3
7004803-99,Catchup,,97,1.74,0.31,25.15,0.3,18,19,0.128,33,0.51,1114,382,0.181,0.26,0.3,,46.67,0.011,0.132,1.426,0.149,,10,,1.46,15.1,,0.043,0.047,0.126,,22.77,16.3
7006101-99,Pimenta em Po,,255,10.95,3.26,64.81,26.5,437,194,5.625,173,28.86,44,1259,1.127,1.42,3.1,,15,0.109,0.24,1.142,0.29,,10,,0.72,21,,0.98,1.01,1.13,,,
7007101-99,Tucupi em Caldo sem Pimenta,,4.9,0.01,0,1.3,0.01,2.4,0.61,0.004,0.47,0.01,400.06,3.33,0.001,0,0.02,21.28,10.64,0.001,0.001,0.004,0.002,,0.04,,0.013,0.1,,,,0.001,,1.19,1.2
7007502-99,Creme de Queijo,,209.7,10.34,15.81,6.72,0.1,287.52,15.68,0.027,217.1,0.24,208.56,138.69,0.021,1.19,9.55,127.23,130.14,0.064,0.25,0.306,0.05,0.596,13.29,0.891,0.256,,51.12,9.836,4.292,0.609,0.485,4.84,
7007701-99,Caldo de Peixe,,16,2,0.6,0.4,,30,1,0.026,30,0.21,318,86,0.051,0.1,0.7,1,1,,0.03,1.37,0.01,0.1,4,0.192,0.15,,,0.142,0.121,0.162,,0.16,
7007901-99,Caldo de Tomate,,37.7,0.75,0.78,7.39,0.46,6.2,5.16,0.055,11.02,0.43,305.05,88.3,0.046,0.09,1.95,,6.33,0.035,0.032,0.481,0.02,,8.79,,0.494,5.68,,0.14,0.215,0.366,0.034,3.75,2.9
7009102-99,Gergelim,,631,20.45,61.21,11.73,11.6,60,345,1.44,667,6.36,47,370,1.4,6.73,97.5,,3.33,0.7,0.09,5.8,0.4,,115,,1.68,,,9.06,23.92,25.49,,0.52,
7010301-99,Tomate Seco,,213,5.06,14.08,23.33,5.8,47,81,0.466,139,2.68,266,1565,0.473,0.78,3,,64.33,0.193,0.383,3.63,0.319,,23,,1.847,101.8,,1.893,8.663,2.06,0.01,13.9,
7010401-99,Maionese (Molho) Light,,156.6,0.59,9.46,18.77,1.24,12.72,1.86,0.022,11.99,0.19,876.69,14.56,0.008,0.08,5.85,10.11,13.62,0.006,0.025,0.022,0.018,0.057,3.7,0.074,0.822,0.11,31.09,1.613,2.292,5.168,0.047,12.48,12.71
7010501-99,Molho de Soja Light,,53.1,5.18,0.08,8.53,0.8,17.04,34.08,0.425,110.26,2.02,3341.01,180.43,0.115,0.37,0.8,,,0.05,0.13,3.368,0.17,,16.04,,,,,0.01,0.012,0.036,,2.1,
